TERMINALCODE,ID,AIRPORTIATACODE,AIRPORTICAOCODE,AIRPORTNAME,CITYCODE,ACTIVESTATUS,AIRPORTLATITUDE,AIRPORTLONGITUDE,LOAD_TIME
AMH_00,308,AMH,HAAM,Arba Mintch Airport,AMH,1,6.036111,37.576944,,
AMI_00,309,AMI,WRRA,Selaparang Airport,AMI,1,-8.563165,116.102375,,
AMJ_00,310,AMJ,SNAR,Almenara Airport,AMJ,1,-16.183333,-40.683333,,
AMK_00,311,AMK,,Animas Air Park,DRO,1,37.203201,-107.869003,,
AML_00,312,AML,,Puerto Armuelles Airport,AML,1,8.266667,-82.866667,,
AMM_00,313,AMM,OJAI,Queen Alia International Airport,AMM,1,31.722535,35.989318,,
AMM_01,314,AMM,OJAI,Queen Alia International Airport,AMM,1,31.722535,35.989318,,
AMM_02,315,AMM,OJAI,Queen Alia International Airport,AMM,1,31.722535,35.989318,,
AMM_0N,316,AMM,OJAI,Queen Alia International Airport,AMM,1,31.722535,35.989318,,
AMM_0S,317,AMM,OJAI,Queen Alia International Airport,AMM,1,31.722535,35.989318,,
AMN_00,318,AMN,KAMN,Gratiot Community Airport,AMN,1,43.383333,-84.65,,
AMO_00,319,AMO,FTTU,Mao Airport,AMO,1,14.116667,15.316667,,
AMP_00,320,AMP,FMSY,Ampanihy Airport,AMP,1,-24.7,44.733333,,
AMQ_00,321,AMQ,WAPP,Pattimura Airport,AMQ,1,-3.704996,128.088876,,
AMR_00,322,AMR,,Almeria Rail Station,LEI,1,36.834446,-2.456111,,
AMS_00,323,AMS,EHAM,Amsterdam Airport Schiphol,AMS,1,52.309069,4.763385,,
AMT_00,324,AMT,,Amata Airport,AMT,1,-26.2,131.1166667,,
AMU_00,325,AMU,,Amanab Airport,AMU,1,-3.516667,141.15,,
AMV_00,326,AMV,ULDD,Amderma Airport,AMV,1,69.761503,61.574462,,
AMW_00,327,AMW,KAMW,Ames Municipal Airport,AMW,1,41.994167,-93.618333,,
AMX_00,328,AMX,,Ammaroo Airport,AMX,1,-21.74,135.24,,
AMY_00,329,AMY,,Ambatomainty Airport,AMY,1,-17.683333,45.666667,,
AMZ_00,330,AMZ,NZAR,Ardmore Airport,AMZ,1,-37.029957,174.975362,,
ANA_00,331,ANA,,Angama Airport,MRE,1,-1.271581,34.955333,,
ANB_00,332,ANB,KANB,Anniston Regional Airport,ANB,1,33.588193,-85.8581,,
ANC_00,333,ANC,PANC,Ted Stevens Anchorage International Airport,ANC,1,61.174444,-149.996389,,
ANC_0N,334,ANC,PANC,Ted Stevens Anchorage International Airport,ANC,1,61.174444,-149.996389,,
ANC_0S,335,ANC,PANC,Ted Stevens Anchorage International Airport,ANC,1,61.174444,-149.996389,,
AND_00,336,AND,KAND,Anderson Airport,AND,1,34.493611,-82.71,,
ANE_00,337,ANE,LFJR,Angers-Marce Airport,ANE,1,47.560351,-0.312245,,
ANF_00,338,ANF,SCFA,Cerro Moreno International Airport,ANF,1,-23.449,-70.440789,,
ANG_00,339,ANG,LFBU,Brie-Champniers Airport,ANG,1,45.727359,0.218923,,
ANH_00,340,ANH,,Anuha Island Resort Airport,ANH,0,-8.983333,160.5,,
ANI_00,341,ANI,PANI,Aniak Airport,ANI,1,61.574399,-159.536971,,
ANJ_00,342,ANJ,FCBZ,Zanaga Airport,ANJ,1,-2.85,13.833333,,
ANK_00,343,ANK,LTAD,Etimesgut Airport,ANK,1,39.950283,32.689136,,
ANL_00,344,ANL,,Andulo Airport,ANL,1,-11.25,17.25,,
ANM_00,345,ANM,FMNH,Antsirabato Airport,ANM,1,-14.999396,50.320257,,
ANN_00,346,ANN,,Annette Island Airport,ANN,1,55.036944,-131.570556,,
ANO_00,347,ANO,FQAG,Angoche Airport,ANO,1,-16.177778,39.936944,,
ANP_00,348,ANP,KANP,Lee Airport,ANP,1,38.983333,-76.5,,
ANQ_00,349,ANQ,KANQ,Tri-State Steuben County Airport,ANQ,1,41.633333,-85,,
ANR_00,350,ANR,EBAW,Antwerp International Airport,ANR,1,51.18916,4.450672,,
ANS_00,351,ANS,SPHY,Andahuaylas Airport,ANS,1,-13.716667,-73.355833,,
ANT_00,352,ANT,,Saint Anton Heliport,ANT,1,47.119631,10.24061,,
ANU_00,353,ANU,TAPA,V.C. Bird International Airport,ANU,1,17.139383,-61.791717,,
ANV_00,354,ANV,PANV,Anvik Airport,ANV,1,62.647778,-160.188889,,
ANW_00,355,ANW,KANW,Ainsworth Airport,ANW,1,42.55,-99.866667,,
ANX_00,356,ANX,ENAN,Andoya Airport,ANX,1,69.292486,16.144184,,
ANY_00,357,ANY,KANY,Anthony Airport,ANY,1,37.15,-98.033333,,
ANZ_00,358,ANZ,,Angus Downs Airport,ANZ,1,-25.083333,132.166667,,
AOA_00,359,AOA,,Aroa Airport,AOA,1,-9.05,146.8,,
AOB_00,360,AOB,,Annanberg Airport,AOB,1,-4.916667,144.65,,
AOC_00,361,AOC,EDAC,Altenburg Nobitz Airport,AOC,1,50.981945,12.506389,,
AOD_00,362,AOD,,Abou Deia Airport,AOD,1,11.474722,19.288889,,
AOE_00,363,AOE,LTBY,Anadolu Airport,ESK,1,39.81,30.519444,,
AOG_00,364,AOG,ZYAS,Anshan Teng/ao Airport,AOG,1,41.105975,122.853926,,
AOH_00,365,AOH,KAOH,Allen County Airport,AOH,1,40.766667,-84.1,,
AOI_00,366,AOI,LIPY,Ancona Falconara Airport,AOI,1,43.606911,13.355723,,
AOJ_00,367,AOJ,RJSA,Aomori Airport,AOJ,1,40.738757,140.689224,,
AOK_00,368,AOK,LGKP,Karpathos Airport,AOK,1,35.420683,27.146728,,
AOL_00,369,AOL,SARL,Paso de los Libres Airport,AOL,1,-29.683333,-57.15,,
AOM_00,370,AOM,,Adam Airport,AOM,1,22.492391,57.383473,,
AON_00,371,AON,,Arona Airport,AON,1,-6.333333,146,,
AOO_00,372,AOO,KAOO,Altoona Airport,AOO,1,40.297222,-78.32,,
AOP_00,373,AOP,SPAS,Alfredo V. Sara Bauer Airport,AOP,1,-2.791389,-76.474722,,
AOQ_00,374,AOQ,BGAG,Aappilattoq-Upernanik Heliport,AOQ,1,72.887041,-55.596145,,
AOR_00,375,AOR,WMKA,Sultan Abdul Halim Airport,AOR,1,6.191186,100.396629,,
AOS_00,376,AOS,,Amook Bay Seaplane Base,AOS,1,57.470987,-153.815706,,
AOT_00,377,AOT,LIMW,Corrado Gex Airport,AOT,1,45.738611,7.3625,,
AOU_00,378,AOU,VLAP,Attopeu Airport,AOU,1,14.8,106.833333,,
AOY_00,379,AOY,,Asaloyeh Airport,AOY,0,27.466667,52.616667,,
APA_00,380,APA,KAPA,Centennial Airport,DEN,1,39.572123,-104.848713,,
APB_00,381,APB,SLAP,Apolo Airport,APB,1,-14.716667,-68.516667,,
APC_00,382,APC,KAPC,Napa County Airport,APC,1,38.212222,-122.28,,
APE_00,383,APE,,San Juan Aposento Airport,APE,0,-11.933333,-69.083333,,
APF_00,384,APF,KAPF,Naples Municipal Airport,APF,1,26.152778,-81.775278,,
APG_00,385,APG,KAPG,Phillips Army Air Field,APG,1,39.5,-76.166667,,
APH_00,386,APH,,Camp A P Hill Airport,APH,1,38.05,-77.35,,
API_00,387,API,SKAP,Luis F. Gomez Nino Air Base,API,1,4.076085,-73.562834,,
APJ_00,388,APJ,,Ngari Gunsa Airport,APJ,1,30.398611,81.1325,,
APK_00,389,APK,NTGD,Apataki Airport,APK,1,-15.572857,-146.414129,,
APL_00,390,APL,FQNP,Nampula Airport,APL,1,-15.101667,39.287222,,
APN_00,391,APN,KAPN,Alpena County Regional Airport,APN,1,45.081667,-83.555833,,
APO_00,392,APO,SKLC,Apartado Airport,APO,1,7.817678,-76.71766,,
APP_00,393,APP,,Asapa Airport,APP,1,-8.983333,148.133333,,
APQ_00,394,APQ,SNAL,Arapiraca Airport,APQ,1,-9.75,-36.65,,
APR_00,395,APR,,April River Airport,APR,1,-8.5,145,,
APS_00,396,APS,SWNS,Anapolis Airport,APS,1,-16.360671,-48.924353,,
APT_00,397,APT,KAPT,Marion County Airport,APT,1,35.066667,-85.5,,
APU_00,398,APU,SSAP,Apucarana Airport,APU,1,-23.55,-51.483333,,
APV_00,399,APV,KAPV,Apple Valley Airport,APV,1,34.579105,-117.185485,,
APW_00,400,APW,NSFA,Faleolo International Airport,APW,1,-13.83333333,-172,,
APX_00,401,APX,SSOG,Arapongas Airport,APX,1,-23.3529,-51.491699,,
APY_00,402,APY,SNAI,Alto Parnaiba Airport,APY,1,-9.133333,-45.933333,,
APZ_00,403,APZ,,Zapala Airport,APZ,1,-38.916667,-70.083333,,
AQA_00,404,AQA,SBAQ,Araraquara Airport,AQA,1,-21.806642,-48.136911,,
AQB_00,405,AQB,,Quiche Airport,AQB,1,15.01,-91.15,,
AQG_00,406,AQG,ZSAQ,Anqing Tianzhushan Airport,AQG,1,30.5825,117.0509,,
AQI_00,407,AQI,OEPA,Qaisumah Airport,AQI,1,28.334408,46.121316,,
AQJ_00,408,AQJ,OJAQ,King Hussein International Airport,AQJ,1,29.610074,35.018056,,
AQL_00,409,AQL,,Almeria - Bus Station,LEI,1,36.83527778,-2.456944444,,
AQM_00,410,AQM,SWNI,Ariquemes Airport,AQM,1,-9.933333,-63.066667,,
AQP_00,411,AQP,SPQU,Rodriguez Ballon International Airport,AQP,1,-16.344812,-71.567993,,
AQS_00,412,AQS,,Saqani Airport,AQS,1,-17,170.9,,
AQY_00,413,AQY,,Alyeska Airport,AQY,1,60.966667,-149.116667,,
ARA_00,414,ARA,KARA,Acadiana Regional Airport,ARA,1,30.037778,-91.883889,,
ARB_00,415,ARB,KARB,Ann Arbor Municipal Airport,ARB,1,42.224912,-83.74559,,
ARC_00,416,ARC,PARC,Arctic Village Airport,ARC,1,68.1375,-145.524444,,
ARD_00,417,ARD,WATM,Alor Island Airport,ARD,1,-8.132639,124.598106,,
ARE_00,418,ARE,,Arecibo Airport,ARE,1,18.45,-66.675833,,
ARF_00,419,ARF,,Acaricuara Airport,ARF,1,0.533333,-70.133333,,
ARG_00,420,ARG,KARG,Walnut Ridge Airport,ARG,1,36.066667,-90.95,,
ARH_00,421,ARH,ULAA,Talagi Airport,ARH,1,64.597581,40.713989,,
ARI_00,422,ARI,SCAR,Chacalluta Airport,ARI,1,-18.349765,-70.335559,,
ARJ_00,423,ARJ,,Arso Airport,ARJ,1,-2.933333,140.783333,,
ARK_00,424,ARK,HTAR,Arusha Airport,ARK,1,-3.366667,36.683333,,
ARL_00,425,ARL,DFER,Arly Airport,ARL,1,11.597078,1.482278,,
ARM_00,426,ARM,YARM,Armidale Airport,ARM,1,-30.532297,151.61493,,
ARN_00,427,ARN,ESSA,Stockholm Arlanda Airport,STO,1,59.649818,17.930364,,
ARN_02,428,ARN,ESSA,Stockholm Arlanda Airport,STO,1,59.649818,17.930364,,
ARN_03,429,ARN,ESSA,Stockholm Arlanda Airport,STO,1,59.649818,17.930364,,
ARN_04,430,ARN,ESSA,Stockholm Arlanda Airport,STO,1,59.649818,17.930364,,
ARN_05,431,ARN,ESSA,Stockholm Arlanda Airport,STO,1,59.649818,17.930364,,
ARN_TN,432,ARN,ESSA,Stockholm Arlanda Airport,STO,1,59.649818,17.930364,,
ARN_TX,433,ARN,ESSA,Stockholm Arlanda Airport,STO,1,59.649818,17.930364,,
ARO_00,434,ARO,,Arboletas Airport,ARO,1,8.85,-76.433333,,
ARP_00,435,ARP,,Aragip Airport,ARP,1,-9.8,149.5,,
ARQ_00,436,ARQ,,Arauquita Airport,ARQ,1,7.033056,-71.431667,,
ARR_00,437,ARR,SAVR,Alto Rio Senguerr Airport,ARR,1,-45.033333,-70.833333,,
ARS_00,438,ARS,SWAC,Aragarcas Airport,ARS,1,-15.9,-52.233333,,
ART_00,439,ART,KART,Watertown Airport,ART,1,43.990833,-76.021389,,
ARU_00,440,ARU,SBAU,Aracatuba Airport,ARU,1,-21.143611,-50.426111,,
ARV_00,441,ARV,KARV,Noble F. Lee Airport,ARV,1,45.924167,-89.732222,,
ARW_00,442,ARW,LRAR,Arad International Airport,ARW,1,46.17201,21.276296,,
ARX_00,443,ARX,SNAT,Aracati,ARX,1,-4.56861,-37.80472,,
ARY_00,444,ARY,YARA,Ararat Airport,ARY,1,-37.316667,143,,
ARZ_00,445,ARZ,FNZE,N/Zeto Airport,ARZ,1,-7.5,13.5,,
ASA_00,446,ASA,HHSB,Assab Airport,ASA,1,13.07,42.638333,,
ASB_00,447,ASB,UTAA,Ashgabat Airport,ASB,1,37.984183,58.366978,,
ASC_00,448,ASC,,Ascension Airport,ASC,1,-15.916667,-63.15,,
ASD_00,449,ASD,MYAF,Andros Town Airport,ASD,1,24.697778,-77.796111,,
ASE_00,450,ASE,KASE,Aspen Airport,ASE,1,39.219685,-106.864688,,
ASF_00,451,ASF,URWA,Astrakhan Airport,ASF,1,46.287699,47.999979,,
ASG_00,452,ASG,NZAS,Ashburton Airport,ASG,1,-43.9,171.783333,,
ASH_00,453,ASH,KASH,Boire Field,ASH,1,42.7817,-71.514801,,
ASI_00,454,ASI,FHAW,Ascension Island RAF Station,ASI,1,-7.969604,-14.393682,,
ASJ_00,455,ASJ,RJKA,Amami Airport,ASJ,1,28.431522,129.707933,,
ASK_00,456,ASK,DIYO,Yamoussoukro Airport,ASK,1,6.816667,-5.283333,,
ASL_00,457,ASL,KASL,Harrison County Airport,ASL,1,32.55,-94.383333,,
ASM_00,458,ASM,HHAS,Asmara International Airport,ASM,1,15.291111,38.910278,,
ASN_00,459,ASN,KASN,Talladega Municipal Airport,ASN,1,33.571351,-86.05219,,
ASO_00,460,ASO,HASO,Asosa Airport,ASO,1,10.047222,34.536667,,
ASP_00,461,ASP,YBAS,Alice Springs Airport,ASP,1,-23.801389,133.903384,,
ASQ_00,462,ASQ,,Austin Airport,ASQ,1,39.466667,-117.166667,,
ASR_00,463,ASR,LTAU,Kayseri Airport,ASR,1,38.770293,35.494891,,
ASS_00,464,ASS,FACC,Arathusa Safari Lodge Airport,ASS,1,-24.736469,31.514126,,
AST_00,465,AST,KAST,Astoria Regional Airport,AST,1,46.159722,-123.88,,
ASU_00,466,ASU,SGAS,Silvio Pettirossi International Airport,ASU,1,-25.241795,-57.513795,,
ASV_00,467,ASV,HKAM,Amboseli Airport,ASV,1,-2.633333,37.25,,
ASW_00,468,ASW,HESN,Aswan International Airport,ASW,1,23.968022,32.824818,,
ASX_00,469,ASX,KASX,Ashland Airport,ASX,1,46.55,-90.916667,,
ASY_00,470,ASY,KASY,Ashley Airport,ASY,1,46.033333,-99.366667,,
ASZ_00,471,ASZ,,Asirim Airport,ASZ,1,-5.866667,150.366667,,
ATA_00,472,ATA,SPHZ,Comandante FAP German Arias Graziani Airport,ATA,1,-9.347222,-77.6,,
ATB_00,473,ATB,HSAT,Atbara Airport,ATB,1,17.716667,34.016667,,
ATC_00,474,ATC,MYCA,Arthur/s Town Airport,ATC,1,24.628611,-75.671389,,
ATD_00,475,ATD,,Atoifi Airport,ATD,1,-8.866667,161.033333,,
ATE_00,476,ATE,,Antlers Airport,ATE,1,34.233333,-95.616667,,
ATF_00,477,ATF,SEAM,Chachoan Airport,ATF,1,-1.083333,-78.7,,
ATG_00,478,ATG,,Attock Airport,ATG,1,33.9,72.25,,
ATH_00,479,ATH,LGAV,Eleftherios Venizelos International Airport,ATH,1,37.93635,23.946486,,
ATI_00,480,ATI,SUAG,Artigas Airport,ATI,1,-30.4,-56.508333,,
ATJ_00,481,ATJ,FMME,Antsirabe Airport,ATJ,1,-19.835319,47.066926,,
ATK_00,482,ATK,PATQ,Atqasuk Airport,ATK,1,70.5,-157.333333,,
ATL_00,483,ATL,KATL,Hartsfield-Jackson Atlanta International Airport,ATL,1,33.640067,-84.44403,,
ATL_0A,484,ATL,KATL,Hartsfield-Jackson Atlanta International Airport,ATL,1,33.640067,-84.44403,,
ATL_0I,485,ATL,KATL,Hartsfield-Jackson Atlanta International Airport,ATL,1,33.640067,-84.44403,,
ATL_0N,486,ATL,KATL,Hartsfield-Jackson Atlanta International Airport,ATL,1,33.640067,-84.44403,,
ATL_0S,487,ATL,KATL,Hartsfield-Jackson Atlanta International Airport,ATL,1,33.640067,-84.44403,,
ATM_00,488,ATM,SBHT,Altamira Airport,ATM,1,-3.2,-52.216667,,
ATN_00,489,ATN,,Namatanai Airport,ATN,1,-3.666667,152.466667,,
ATO_00,490,ATO,KUNI,Ohio University Airport,ATO,1,39.333333,-82.1,,
ATP_00,491,ATP,,Aitape Airstrip,ATP,1,-3.166667,142.283333,,
ATQ_00,492,ATQ,VIAR,Sri Guru Ram Dass Jee International Airport,ATQ,1,31.705398,74.806739,,
ATR_00,493,ATR,GQPA,Atar International Airport,ATR,1,20.499444,-13.046389,,
ATS_00,494,ATS,KATS,Artesia Airport,ATS,1,32.848333,-104.466944,,
ATT_00,495,ATT,,Atmautluak Airport,ATT,1,60.866594,-162.273678,,
ATU_00,496,ATU,,Casco Cove Airport,ATU,1,52.825833,173.172778,,
ATV_00,497,ATV,FTTI,Ati Airport,ATV,1,13.242222,18.3075,,
ATW_00,498,ATW,KATW,Appleton International Airport,ATW,1,44.26011,-88.509943,,
ATX_00,499,ATX,,Atbasar Airport,ATX,1,51.848956,68.36221,,
ATY_00,500,ATY,KATY,Watertown Airport,ATY,1,44.908889,-97.154167,,
ATZ_00,501,ATZ,HEAT,Assiut Airport,ATZ,1,27.052679,31.011268,,
AUA_00,502,AUA,TNCA,Queen Beatrix International Airport,AUA,1,12.502222,-70.013889,,
AUB_00,503,AUB,,Munich Augsburg Bus Station,AUB,1,48.4025,10.87888889,,
AUC_00,504,AUC,SKUC,Arauca Airport,AUC,1,7.071667,-70.7425,,
AUD_00,505,AUD,YAGD,Augustus Downs Airport,AUD,1,-18.506944,139.881667,,
AUE_00,506,AUE,,Abu Rudeis Airport,AUE,1,28.9,33.183333,,
AUF_00,507,AUF,LFLA,Aeroport Auxerre Branches,AUF,1,47.85,3.5,,
AUG_00,508,AUG,KAUG,Augusta Airport,AUG,1,44.318056,-69.796667,,
AUH_00,509,AUH,OMAA,Abu Dhabi International Airport,AUH,1,24.426912,54.645974,,
AUH_01,510,AUH,OMAA,Abu Dhabi International Airport,AUH,1,24.426912,54.645974,,
AUH_02,511,AUH,OMAA,Abu Dhabi International Airport,AUH,1,24.426912,54.645974,,
AUH_03,512,AUH,OMAA,Abu Dhabi International Airport,AUH,1,24.426912,54.645974,,
AUH_1A,513,AUH,OMAA,Abu Dhabi International Airport,AUH,1,24.426912,54.645974,,
AUI_00,514,AUI,,Aua Island Airport,AUI,1,-1.458333,143.075,,
AUJ_00,515,AUJ,,Ambunti Airport,AUJ,1,-4.25,142.85,,
AUK_00,516,AUK,,Alakanuk Airport,AUK,1,62.689167,-164.610833,,
AUL_00,517,AUL,,Aur Island Airport,AUL,1,8.133333,171.166667,,
AUM_00,518,AUM,KAUM,Austin Airport,AUM,1,43.666667,-92.983333,,
AUN_00,519,AUN,KAUN,Auburn Airport,AUN,1,38.9,-121.066667,,
AUO_00,520,AUO,KAUO,Auburn University Regional Airport,AUO,1,32.615046,-85.433875,,
AUP_00,521,AUP,,Agaun Airport,AUP,1,-9.925346,149.392351,,
AUQ_00,522,AUQ,NTMN,Hiva Oa Airport,AUQ,1,-9.768596,-139.009944,,
AUR_00,523,AUR,LFLW,Aurillac Airport,AUR,1,44.8975,2.418056,,
AUS_00,524,AUS,KAUS,Austin-Bergstrom International Airport,AUS,1,30.202545,-97.667064,,
YRE_00,11873,YQI,CYQI,Yarmouth Airport,YQI,1,43.833333,-66.083333,,
AUT_00,525,AUT,,Atauro Airport,AUT,1,-8.216667,125.583333,,
AUU_00,526,AUU,YAUR,Aurukun Airport,AUU,1,-13.356451,141.721917,,
AUV_00,527,AUV,,Aumo Airport,AUV,1,-5.716667,148.433333,,
AUW_00,528,AUW,KAUW,Wausau Downtown Airport,AUW,1,44.926188,-89.626599,,
AUX_00,529,AUX,SWGN,Araguaina Airport,AUX,1,-7.2,-48.2,,
AUY_00,530,AUY,,Aneityum Airport,AUY,1,-20.333333,169.666667,,
AUZ_00,531,AUZ,KARR,Aurora Municipal Airport,AUZ,1,41.770365,-88.471194,,
AVA_00,532,AVA,ZUAS,Huang Guo Shu Airport,AVA,1,26.260049,105.872814,,
AVB_00,533,AVB,LIPA,Aviano Air Base,AVB,1,46.033333,12.6,,
AVF_00,534,AVF,,Avoriaz,AVF,1,46.2,6.766667,,
AVG_00,535,AVG,,Auvergne Station Airport,AVG,1,-15.65,130.016667,,
AVI_00,536,AVI,MUCA,Maximo Gomez Airport,AVI,1,22.025,-78.791389,,
AVJ_00,537,AVJ,,Avila - Bus Station,AVJ,1,40.65805556,-4.689722222,,
AVK_00,538,AVK,ZMAH,Arvaikheer Airport,AVK,1,46.266667,102.783333,,
AVL_00,539,AVL,KAVL,Asheville Regional Airport,AVL,1,35.43508,-82.537314,,
AVN_00,540,AVN,LFMV,Caumont Airport,AVN,1,43.906542,4.902082,,
AVO_00,541,AVO,KAVO,Avon Park Municipal Airport,AVO,1,27.6,-81.516667,,
AVP_00,542,AVP,KAVP,Scranton International Airport,AVP,1,41.336698,-75.730643,,
AVR_00,543,AVR,LPAR,Alverca Airport,AVR,1,38.885271,-9.033106,,
AVS_00,544,AVS,,Avila - Railway Station,AVJ,1,40.65694444,-4.683333333,,
AVU_00,545,AVU,,Avu Avu Airport,AVU,1,-9.833333,160.383333,,
AVV_00,546,AVV,YMAV,Avalon Airport,MEL,1,-38.026372,144.473084,,
AVW_00,547,AVW,KAVQ,Marana Regional Airport,TUS,1,32.407605,-111.215615,,
AVX_00,548,AVX,KAVX,Catalina Airport,AVX,1,33.4049,-118.416,,
AWA_00,549,AWA,HALA,Awasa Airport,AWA,1,7.062777,38.490802,,
AWB_00,550,AWB,,Awaba Airport,AWB,1,-8.016667,142.75,,
AWD_00,551,AWD,NVVB,Aniwa Airport,AWD,1,-19.25,169.5,,
AWE_00,552,AWE,,Alowe Airport,AWE,1,-0.75,9.45,,
AWH_00,553,AWH,,Awareh Airport,AWH,0,8.266667,44.183333,,
AWK_00,554,AWK,PWAK,Wake Island Airport,AWK,1,19.283333,166.633333,,
AWM_00,555,AWM,KAWM,West Memphis Municipal Airport,AWM,1,35.137882,-90.231974,,
AWN_00,556,AWN,,Alton Downs Airport,AWN,1,-26.48333333,139.3166667,,
AWP_00,557,AWP,,Austral Downs Airport,AWP,1,-20.5,137.75,,
AWR_00,558,AWR,,Awar Airport,AWR,1,-4.124167,144.870278,,
AWT_00,559,AWT,VIAW,Awantipur Air Force Station,AWT,0,33.876628,74.975681,,
AWZ_00,560,AWZ,OIAW,Ahwaz Airport,AWZ,1,31.342921,48.746682,,
AXA_00,561,AXA,TQPF,Clayton J. Lloyd International Airport,AXA,1,18.205944,-63.051754,,
AXB_00,562,AXB,,Alexandria Bay Airport,AXB,1,44.2525,-75.901389,,
AXC_00,563,AXC,YAMC,Aramac Airport,AXC,1,-22.958056,145.2425,,
AXD_00,564,AXD,LGAL,Demokritos Airport,AXD,1,40.856784,25.944893,,
AXE_00,565,AXE,,Xanxere Airport,AXE,1,-26.883333,-52.383333,,
AXF_00,566,AXF,,Alxa Left Banner Airport,AXF,1,38.823318,105.630964,,
AXG_00,567,AXG,KAXA,Algona Airport,AXG,1,43.066667,-94.233333,,
AXI_00,568,AXI,,Algeciras Bus Station,AEI,1,36.12638889,-5.448888889,,
AXJ_00,569,AXJ,RJDA,Amakusa Airport,AXJ,1,32.483262,130.155645,,
AXK_00,570,AXK,ODAT,Ataq Airport,AXK,1,13.866667,46.3,,
AXL_00,571,AXL,,Alexandria Airport,AXL,1,-19.083333,136.666667,,
AXM_00,572,AXM,SKAR,El Eden Airport,AXM,1,4.452869,-75.768045,,
AXN_00,573,AXN,KAXN,Chandler Field,AXN,1,45.867222,-95.394167,,
AXO_00,574,AXO,,Pantar Airport,ARD,1,-8.245833333,124.2186111,,
AXP_00,575,AXP,MYAP,Springpoint Airport,AXP,1,22.45,-73.966667,,
AXR_00,576,AXR,NTGU,Arutua Airport,AXR,1,-15.25,-146.75,,
AXS_00,577,AXS,KAXS,Altus Municipal Airport,LTS,1,34.696667,-99.338056,,
AXT_00,578,AXT,RJSK,Akita Airport,AXT,1,39.611771,140.220147,,
AXU_00,579,AXU,HAAX,Axum Airport,AXU,1,14.120833,38.716667,,
AXV_00,580,AXV,KAXV,Neil Armstrong Airport,AXV,1,40.566667,-84.2,,
AXX_00,581,AXX,KAXX,Angel Fire Airport,AXX,1,36.419646,-105.290381,,
AYA_00,582,AYA,,Ayapel Airport,AYA,1,8.316667,-75.15,,
AYC_00,583,AYC,,Ayacucho Airport,AYC,1,8.6,-73.616667,,
AYD_00,584,AYD,,Alroy Downs Airport,AYD,1,-19.3,135.95,,
AYE_00,585,AYE,,Army Air Field Heliport,AYE,0,42.55,-71.6,,
AYG_00,586,AYG,,Yaguara Airport,AYG,1,1.533333,-73.933333,,
AYH_00,587,AYH,,Royal Air Force Station,AYH,0,52.366667,-1.05,,
AYI_00,588,AYI,,Yari Airport,AYI,1,-0.383333333,-72.26666667,,
AYK_00,589,AYK,,Arkalyk Airport,AYK,1,50.318621,66.952694,,
AYL_00,590,AYL,,Anthony Lagoon Airport,AYL,1,-18.033333,135.533333,,
AYM_00,591,AYM,,Yas Island SPB,AUH,1,24.47083333,54.60972222,,
AYN_00,592,AYN,ZHAY,Anyang Airport,AYN,1,36.1,114.35,,
AYO_00,593,AYO,,Ayolas Airport,AYO,1,-27.366667,-56.85,,
AYP_00,594,AYP,SPHO,Alfredo Mendivil Duarte Airport,AYP,1,-13.197222,-74.247222,,
AYQ_00,595,AYQ,YAYE,Connellan Airport,AYQ,1,-25.190877,130.976578,,
AYR_00,596,AYR,YAYR,Ayr Airport,AYR,1,-19.596667,147.324444,,
AYS_00,597,AYS,KAYS,Ware County Airport,AYS,1,31.248611,-82.396667,,
AYT_00,598,AYT,LTAI,Antalya Airport,AYT,1,36.899282,30.801349,,
AYT_01,599,AYT,LTAI,Antalya Airport,AYT,1,36.899282,30.801349,,
AYT_02,600,AYT,LTAI,Antalya Airport,AYT,1,36.899282,30.801349,,
AYT_0D,601,AYT,LTAI,Antalya Airport,AYT,1,36.899282,30.801349,,
AYT_0I,602,AYT,LTAI,Antalya Airport,AYT,1,36.899282,30.801349,,
AYU_00,603,AYU,,Aiyura Airport,AYU,1,-6.333333,145.9,,
AYW_00,604,AYW,,Ayawasi Airport,AYW,1,-1.2,132.5,,
AYX_00,605,AYX,SPAY,Gerardo Perez Pinedo Airport,AYX,1,-10.73056,-73.768,,
AYY_00,606,AYY,,Pottuvil - Arugam Bay SPB,AYY,1,6.855,81.83111111,,
AYZ_00,607,AYZ,,Zahns Airport,AYZ,0,40.666667,-73.416667,,
AZA_00,608,AZA,KIWA,Phoenix-Mesa Gateway Airport,PHX,1,33.307778,-111.655556,,
AZB_00,609,AZB,,Amazon Bay Airport,AZB,1,-10.15,148.816667,,
AZD_00,610,AZD,OIYY,Yazd Airport,AZD,1,31.903602,54.283264,,
AZG_00,611,AZG,,Apatzingan Airport,AZG,1,19.068056,-102.352778,,
AZI_00,612,AZI,OMAD,Bateen Airport,AUH,1,24.428429,54.45961,,
AZJ_00,613,AZJ,,Dalu Airport,ZUJ,1,32.23583333,119.7205556,,
AZL_00,614,AZL,,Sapezal - Fazenda Tucunare,AZL,1,-13.4725,-58.85083333,,
AZM_00,615,AZM,,Macau - CZ Bus Station,MFM,1,22.21555556,113.5488889,,
AZN_00,616,AZN,UTFA,Andizhan Airport,AZN,1,40.733333,72.3,,
AZO_00,617,AZO,KAZO,Battle Creek International Airport,AZO,1,42.239962,-85.556553,,
