PROVINCECODE,ID,COUNTRYCODE,PROVINCENAME,LOAD_TIME
UG-207,3151,UG,"Katakwi",
UG-209,3152,UG,"Mbale",
UG-211,3153,UG,"Soroti",
UG-212,3154,UG,"Tororo",
UG-213,3155,UG,"Kaberamaido",
UG-214,3156,UG,"Mayuge",
UG-215,3157,UG,"Sironko",
UG-218,3158,UG,"Bududa",
UG-219,3159,UG,"Bukedea",
UG-222,3160,UG,"Kaliro",
UG-223,3161,UG,"Manafwa",
UG-225,3162,UG,"Bulambuli",
UG-226,3163,UG,"Buyende",
UG-227,3164,UG,"Kibuku",
UG-228,3165,UG,"Kween",
UG-229,3166,UG,"Luuka",
UG-230,3167,UG,"Namayingo",
UG-301,3168,UG,"Adjumani",
UG-302,3169,UG,"Apac",
UG-303,3170,UG,"Arua",
UG-304,3171,UG,"Gulu",
UG-305,3172,UG,"Kitgum",
UG-307,3173,UG,"Lira",
UG-308,3174,UG,"Moroto",
UG-309,3175,UG,"Moyo",
UG-310,3176,UG,"Nebbi",
UG-311,3177,UG,"Nakapiripirit",
UG-312,3178,UG,"Pader",
UG-313,3179,UG,"Yumbe",
UG-314,3180,UG,"Abim",
UG-318,3181,UG,"Kaabong",
UG-319,3182,UG,"Koboko",
UG-320,3183,UG,"Maracha",
UG-321,3184,UG,"Oyam",
UG-322,3185,UG,"Agago",
UG-323,3186,UG,"Alebtong",
UG-325,3187,UG,"Kole",
UG-326,3188,UG,"Lamwo",
UG-327,3189,UG,"Napak",
UG-328,3190,UG,"Nwoya",
UG-330,3191,UG,"Zombo",
UG-401,3192,UG,"Bundibugyo",
UG-402,3193,UG,"Bushenyi",
UG-403,3194,UG,"Hoima",
UG-404,3195,UG,"Kabale",
UG-405,3196,UG,"Kabarole",
UG-406,3197,UG,"Kasese",
UG-407,3198,UG,"Kibaale",
UG-408,3199,UG,"Kisoro",
UG-409,3200,UG,"Masindi",
UG-410,3201,UG,"Mbarara",
UG-411,3202,UG,"Ntungamo",
UG-412,3203,UG,"Rukungiri",
UG-413,3204,UG,"Kamwenge",
UG-414,3205,UG,"Kanungu",
UG-415,3206,UG,"Kyenjojo",
UG-417,3207,UG,"Ibanda",
UG-418,3208,UG,"Isingiro",
UG-419,3209,UG,"Kiruhura",
UG-420,3210,UG,"Buhweju",
UG-421,3211,UG,"Kiryandongo",
UG-422,3212,UG,"Kyegegwa",
UG-423,3213,UG,"Mitooma",
UG-424,3214,UG,"Ntoroko",
UG-425,3215,UG,"Rubirizi",
UG-426,3216,UG,"Sheema",
UM-95,3217,UM,"Palmyra Atoll",
US-AK,3218,US,"Alaska",
US-AL,3219,US,"Alabama",
US-AR,3220,US,"Arkansas",
US-AZ,3221,US,"Arizona",
US-CA,3222,US,"California",
US-CO,3223,US,"Colorado",
US-CT,3224,US,"Connecticut",
US-DC,3225,US,"District of Columbia",
US-DE,3226,US,"Delaware",
US-FL,3227,US,"Florida",
US-GA,3228,US,"Georgia",
US-HI,3229,US,"Hawaii",
US-IA,3230,US,"Iowa",
US-ID,3231,US,"Idaho",
US-IL,3232,US,"Illinois",
US-IN,3233,US,"Indiana",
US-KS,3234,US,"Kansas",
US-KY,3235,US,"Kentucky",
US-LA,3236,US,"Louisiana",
US-MA,3237,US,"Massachusetts",
US-MD,3238,US,"Maryland",
US-ME,3239,US,"Maine",
US-MI,3240,US,"Michigan",
US-MN,3241,US,"Minnesota",
US-MO,3242,US,"Missouri",
US-MS,3243,US,"Mississippi",
US-MT,3244,US,"Montana",
US-NC,3245,US,"North Carolina",
US-ND,3246,US,"North Dakota",
US-NE,3247,US,"Nebraska",
US-NH,3248,US,"New Hampshire",
US-NJ,3249,US,"New Jersey",
US-NM,3250,US,"New Mexico",
US-NV,3251,US,"Nevada",
US-NY,3252,US,"New York",
US-OH,3253,US,"Ohio",
US-OK,3254,US,"Oklahoma",
US-OR,3255,US,"Oregon",
US-PA,3256,US,"Pennsylvania",
US-RI,3257,US,"Rhode Island",
US-SC,3258,US,"South Carolina",
US-SD,3259,US,"South Dakota",
US-TN,3260,US,"Tennessee",
US-TX,3261,US,"Texas",
US-UT,3262,US,"Utah",
US-VA,3263,US,"Virginia",
US-VT,3264,US,"Vermont",
US-WA,3265,US,"Washington",
US-WI,3266,US,"Wisconsin",
US-WV,3267,US,"West Virginia",
US-WY,3268,US,"Wyoming",
UY-AR,3269,UY,"Artigas",
UY-CA,3270,UY,"Canelones",
UY-CL,3271,UY,"Cerro Largo",
UY-CO,3272,UY,"Colonia",
UY-DU,3273,UY,"Durazno",
UY-FD,3274,UY,"Florida",
UY-FS,3275,UY,"Flores",
UY-LA,3276,UY,"Lavalleja",
UY-MA,3277,UY,"Maldonado",
UY-MO,3278,UY,"Montevideo",
UY-PA,3279,UY,"Paysandu",
UY-RN,3280,UY,"Rio Negro",
UY-RO,3281,UY,"Rocha",
UY-RV,3282,UY,"Rivera",
UY-SA,3283,UY,"Salto",
UY-SJ,3284,UY,"San Jose",
UY-SO,3285,UY,"Soriano",
UY-TA,3286,UY,"Tacuarembo",
UY-TT,3287,UY,"Treinta y Tres",
UZ-AN,3288,UZ,"Andijon",
UZ-BU,3289,UZ,"Buxoro",
UZ-FA,3290,UZ,"Farg'ona",
UZ-JI,3291,UZ,"Jizzax",
UZ-NG,3292,UZ,"Namangan",
UZ-NW,3293,UZ,"Navoiy",
UZ-QA,3294,UZ,"Qashqadaryo",
UZ-QR,3295,UZ,"Qoraqalpog'iston Respublikasi",
UZ-SA,3296,UZ,"Samarqand",
UZ-SI,3297,UZ,"Sirdaryo",
UZ-SU,3298,UZ,"Surxondaryo",
UZ-TK,3299,UZ,"Toshkent",
UZ-XO,3300,UZ,"Xorazm",
VC-01,3301,VC,"Charlotte",
VC-04,3302,VC,"Saint George",
VC-05,3303,VC,"Saint Patrick",
VC-06,3304,VC,"Grenadines",
VE-A,3305,VE,"Distrito Capital",
VE-B,3306,VE,"Anzoategui",
VE-C,3307,VE,"Apure",
VE-D,3308,VE,"Aragua",
VE-E,3309,VE,"Barinas",
VE-F,3310,VE,"Bolivar",
VE-G,3311,VE,"Carabobo",
VE-H,3312,VE,"Cojedes",
VE-I,3313,VE,"Falcon",
VE-J,3314,VE,"Guarico",
VE-K,3315,VE,"Lara",
VE-L,3316,VE,"Merida",
VE-M,3317,VE,"Miranda",
VE-N,3318,VE,"Monagas",
VE-O,3319,VE,"Nueva Esparta",
VE-P,3320,VE,"Portuguesa",
VE-R,3321,VE,"Sucre",
VE-S,3322,VE,"Tachira",
VE-T,3323,VE,"Trujillo",
VE-U,3324,VE,"Yaracuy",
VE-V,3325,VE,"Zulia",
VE-W,3326,VE,"Dependencias Federales",
VE-X,3327,VE,"La Guaira",
VE-Y,3328,VE,"Delta Amacuro",
VE-Z,3329,VE,"Amazonas",
VN-01,3330,VN,"Lai Chau",
VN-02,3331,VN,"Lao Cai",
VN-03,3332,VN,"Ha Giang",
VN-04,3333,VN,"Cao Bang",
VN-05,3334,VN,"Son La",
VN-06,3335,VN,"Yen Bai",
VN-07,3336,VN,"Tuyen Quang",
VN-09,3337,VN,"Lang Son",
VN-13,3338,VN,"Quang Ninh",
VN-14,3339,VN,"Hoa Binh",
VN-18,3340,VN,"Ninh Binh",
VN-20,3341,VN,"Thai Binh",
VN-21,3342,VN,"Thanh Hoa",
VN-22,3343,VN,"Nghe An",
VN-23,3344,VN,"Ha Tinh",
VN-24,3345,VN,"Quang Binh",
VN-25,3346,VN,"Quang Tri",
VN-26,3347,VN,"Thua Thien-Hue",
VN-27,3348,VN,"Quang Nam",
VN-28,3349,VN,"Kon Tum",
VN-29,3350,VN,"Quang Ngai",
VN-30,3351,VN,"Gia Lai",
VN-31,3352,VN,"Binh Dinh",
VN-32,3353,VN,"Phu Yen",
VN-33,3354,VN,"Dak Lak",
VN-34,3355,VN,"Khanh Hoa",
VN-35,3356,VN,"Lam Dong",
VN-36,3357,VN,"Ninh Thuan",
VN-37,3358,VN,"Tay Ninh",
VN-39,3359,VN,"Dong Nai",
VN-40,3360,VN,"Binh Thuan",
VN-41,3361,VN,"Long An",
VN-43,3362,VN,"Ba Ria - Vung Tau",
VN-44,3363,VN,"An Giang",
VN-45,3364,VN,"Dong Thap",
VN-46,3365,VN,"Tien Giang",
VN-47,3366,VN,"Kien Giang",
VN-49,3367,VN,"Vinh Long",
VN-50,3368,VN,"Ben Tre",
VN-51,3369,VN,"Tra Vinh",
VN-52,3370,VN,"Soc Trang",
VN-53,3371,VN,"Bac Kan",
VN-54,3372,VN,"Bac Giang",
VN-55,3373,VN,"Bac Lieu",
VN-56,3374,VN,"Bac Ninh",
VN-57,3375,VN,"Binh Duong",
VN-58,3376,VN,"Binh Phuoc",
VN-59,3377,VN,"Ca Mau",
VN-61,3378,VN,"Hai Duong",
VN-63,3379,VN,"Ha Nam",
VN-66,3380,VN,"Hung Yen",
VN-67,3381,VN,"Nam Dinh",
VN-68,3382,VN,"Phu Tho",
VN-69,3383,VN,"Thai Nguyen",
VN-70,3384,VN,"Vinh Phuc",
VN-71,3385,VN,"Dien Bien",
VN-72,3386,VN,"Dak Nong",
VN-73,3387,VN,"Hau Giang",
VN-CT,3388,VN,"Can Tho",
VN-DN,3389,VN,"Da Nang",
VN-HN,3390,VN,"Ha Noi",
VN-HP,3391,VN,"Hai Phong",
VN-SG,3392,VN,"Ho Chi Minh",
VU-SAM,3393,VU,"Sanma",
VU-SEE,3394,VU,"Shefa",
VU-TAE,3395,VU,"Tafea",
WF-SG,3396,WF,"Sigave",
WF-UV,3397,WF,"Uvea",
WS-AT,3398,WS,"Atua",
WS-FA,3399,WS,"Fa'asaleleaga",
WS-GI,3400,WS,"Gagaifomauga",
WS-TU,3401,WS,"Tuamasaga",
YE-AD,3402,YE,"'Adan",
YE-AM,3403,YE,"'Amran",
YE-BA,3404,YE,"Al Bayda'",
YE-DA,3405,YE,"Ad Dali'",
YE-DH,3406,YE,"Dhamar",
YE-HD,3407,YE,"Hadramawt",
YE-HJ,3408,YE,"Hajjah",
YE-HU,3409,YE,"Al Hudaydah",
YE-IB,3410,YE,"Ibb",
YE-JA,3411,YE,"Al Jawf",
YE-LA,3412,YE,"Lahij",
YE-MA,3413,YE,"Ma'rib",
YE-MW,3414,YE,"Al Mahwit",
YE-SA,3415,YE,"Amanat al 'Asimah",
YE-SD,3416,YE,"Sa'dah",
YE-SH,3417,YE,"Shabwah",
YE-SN,3418,YE,"San'a'",
YE-TA,3419,YE,"Ta'izz",
ZA-EC,3420,ZA,"Eastern Cape",
ZA-FS,3421,ZA,"Free State",
ZA-GP,3422,ZA,"Gauteng",
ZA-KZN,3423,ZA,"Kwazulu-Natal",
ZA-LP,3424,ZA,"Limpopo",
ZA-MP,3425,ZA,"Mpumalanga",
ZA-NC,3426,ZA,"Northern Cape",
ZA-NW,3427,ZA,"North-West",
ZA-WC,3428,ZA,"Western Cape",
ZM-01,3429,ZM,"Western",
ZM-02,3430,ZM,"Central",
ZM-03,3431,ZM,"Eastern",
ZM-04,3432,ZM,"Luapula",
ZM-05,3433,ZM,"Northern",
ZM-06,3434,ZM,"North-Western",
ZM-07,3435,ZM,"Southern",
ZM-08,3436,ZM,"Copperbelt",
ZM-09,3437,ZM,"Lusaka",
ZM-10,3438,ZM,"Muchinga",
ZW-BU,3439,ZW,"Bulawayo",
ZW-HA,3440,ZW,"Harare",
ZW-MA,3441,ZW,"Manicaland",
ZW-MC,3442,ZW,"Mashonaland Central",
ZW-ME,3443,ZW,"Mashonaland East",
ZW-MI,3444,ZW,"Midlands",
ZW-MN,3445,ZW,"Matabeleland North",
ZW-MS,3446,ZW,"Matabeleland South",
ZW-MV,3447,ZW,"Masvingo",
ZW-MW,3448,ZW,"Mashonaland West",
00-00,3449,0,"Unknown",
ES-CE,3450,ES,"Ceuta",
ES-ML,3451,ES,"Melilla",
ES-C,3452,ES,"A Coruña",
ES-A,3453,ES,"Alacant",
ES-AB,3454,ES,"Albacete",
ES-AL,3455,ES,"Almería",
ES-VI,3456,ES,"Araba",
ES-O,3457,ES,"Asturias",
ES-BA,3458,ES,"Badajoz",
ES-B,3459,ES,"Barcelona",
ES-BI,3460,ES,"Bizkaia",
ES-BU,3461,ES,"Burgos",
ES-S,3462,ES,"Cantabria",
ES-CS,3463,ES,"Castelló",
ES-CR,3464,ES,"Ciudad Real",
ES-CU,3465,ES,"Cuenca",
ES-CC,3466,ES,"Cáceres",
ES-CA,3467,ES,"Cádiz",
ES-CO,3468,ES,"Córdoba",
ES-SS,3469,ES,"Gipuzkoa",
ES-GI,3470,ES,"Girona",
ES-GR,3471,ES,"Granada",
ES-GU,3472,ES,"Guadalajara",
ES-H,3473,ES,"Huelva",
ES-HU,3474,ES,"Huesca",
ES-PM,3475,ES,"Illes Balears",
ES-J,3476,ES,"Jaén",
ES-LO,3477,ES,"La Rioja",
ES-GC,3478,ES,"Las Palmas",
ES-LE,3479,ES,"León",
ES-L,3480,ES,"Lleida",
ES-LU,3481,ES,"Lugo",
ES-M,3482,ES,"Madrid",
ES-MU,3483,ES,"Murcia",
ES-MA,3484,ES,"Málaga",
ES-NA,3485,ES,"Navarra",
ES-OR,3486,ES,"Ourense",
ES-P,3487,ES,"Palencia",
ES-PO,3488,ES,"Pontevedra",
ES-SA,3489,ES,"Salamanca",
ES-TF,3490,ES,"Santa Cruz de Tenerife",
ES-SG,3491,ES,"Segovia",
ES-SE,3492,ES,"Sevilla",
ES-SO,3493,ES,"Soria",
ES-T,3494,ES,"Tarragona",
ES-TE,3495,ES,"Teruel",
ES-TO,3496,ES,"Toledo",
ES-V,3497,ES,"Valencia",
ES-VA,3498,ES,"Valladolid",
ES-V,3499,ES,"València",
ES-ZA,3500,ES,"Zamora",
ES-Z,3501,ES,"Zaragoza",
ES-VI,3502,ES,"Álava",
ES-AV,3503,ES,"Ávila",

