AIRPORTIATACODE,ID,AIRPORTICAOCODE,TERMINALCODE,AIRPORTNAME,CITYCODE,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,AIRPORTLATITUDE,AIRPORTLONGITUDE,LOAD_TIME
TGA,8517,WSAT,,Tengah Airport,SIN,Singapore,SG,,Singapore,SGP,SEAS,,South East Asia,AS,Asia,1,1.389724,103.711557,
TGB,8518,,,Tagbita Airport,TGB,Tagbita,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,8.716666667,117.35,
TGC,8519,WBGT,,Tanjung Manis Airport,TGC,Sarikei,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,2.176315,111.203344,
TGD,8520,LYPG,,Podgorica Airport,TGD,Podgorica,ME,,Montenegro,MNE,SEUR,,Southern Europe,EU,Europe,1,42.368023,19.246024,
TGE,8521,,,Sharpe Field,TGE,Tuskegee,US,US_AL,U.S.A.,USA,NAME,Alabama,North America,AM,America,1,32.466667,-85.683333,
TGF,8522,,,Tignes Airport,TGF,Tignes,FR,FRAUR,France,FRA,WEUR,Auvergne and Rhone-Alpes,Western Europe,EU,Europe,1,45.483333,6.9,
TGG,8523,WMKN,,Sultan Mahmud Airport,TGG,Kuala Terengganu,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,5.379951,103.104434,
TGH,8524,NVST,,Tongoa Airport,TGH,Tongoa,VU,,Vanuatu,VUT,OCEA,,Oceania,OC,Oceania,1,-16.8911,168.550995,
TGI,8525,SPGM,,Tingo Maria Airport,TGI,Tingo Maria,PE,,Peru,PER,SAME,,South America,AM,America,1,-9.292779,-76.005526,
TGJ,8526,NWWA,,Tiga Airport,TGJ,Tiga,NC,,New Caledonia,NCL,OCEA,,Oceania,OC,Oceania,1,-21.098359,167.802935,
TGK,8527,URRT,,Taganrog Yuzhny Airport,TGK,Taganrog,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,47.198333,38.849167,
TGL,8528,,,Tagula Airport,TGL,Tagula,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-11.5,153.5,
TGM,8529,LRTM,,Transilvania Airport,TGM,Targu-Mures,RO,,Romania,ROU,EEUR,,Central/Eastern Europe,EU,Europe,1,46.467719,24.412525,
TGN,8530,YLTV,,La Trobe Regional Airport,TGN,Traralgon,AU,AUVIC,Australia,AUS,OCEA,Victoria,Oceania,OC,Oceania,1,-38.207199,146.470001,
TGO,8531,ZBTL,,Tongliao Airport,TGO,Tongliao,CN,CNMOG,China,CHN,NEAS,Inner Mongolia,North East Asia,AS,Asia,1,43.557011,122.204604,
TGP,8532,UNIP,,Podkamennaya Tunguska Airport,TGP,Bor,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,61.59,89.97945,
TGQ,8533,,,Tangara Da Serra Airport,TGQ,Tangara da Serra,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-14.656389,-57.448611,
TGR,8534,DAUK,,Touggourt Airport,TGR,Touggourt,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,33.066948,6.089239,
TGS,8535,,,Chokwe Airport,TGS,Chokwe,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-24.616667,32.416667,
TGT,8536,HTTG,,Tanga Airport,TGT,Tanga,TZ,,Tanzania,TZA,SAFR,,Subsaharan Africa,AF,Africa,1,-5.092163,39.071669,
TGU,8537,MHTG,,Toncontin Airport,TGU,Tegucigalpa,HN,,Honduras,HND,CAME,,Central America,AM,America,1,14.060123,-87.219716,
TGV,8538,,,Targovishte Airport,TGV,Targovishte,BG,,Bulgaria,BGR,EEUR,,Central/Eastern Europe,EU,Europe,1,42.416667,24.5,
TGX,8539,,,Tongcheng Rail Station,TGX,Tongcheng,CN,CNANH,China,CHN,NEAS,Anhui,North East Asia,AS,Asia,1,31.05083333,116.9786111,
TGY,8540,,,Targu-Mures Bus Station,TGM,Targu-Mures,RO,,Romania,ROU,EEUR,,Central/Eastern Europe,EU,Europe,1,46.5275,24.545,
TGZ,8541,MMTG,,Angel Albino Corzo International Airport,TGZ,Tuxtla Gutierrez,MX,,Mexico,MEX,NAME,,North America,AM,America,1,16.563611,-93.0225,
THA,8542,KTHA,,Northern Airport,THA,Tullahoma,US,US_TN,U.S.A.,USA,NAME,Tennessee,North America,AM,America,1,35.366667,-86.183333,
THB,8543,,,Thaba-Tseka Airport,THB,Thaba-Tseka,LS,,Lesotho,LSO,SAFR,,Subsaharan Africa,AF,Africa,1,-29.86666667,28.16666667,
THC,8544,GLTN,,Tchien Airport,THC,Tchien,LR,,Liberia,LBR,SAFR,,Subsaharan Africa,AF,Africa,1,6.066667,-8.133333,
THD,8545,,,Bai Thuong Airport,THD,Thanh Hoa,VN,,Vietnam,VNM,SEAS,,South East Asia,AS,Asia,1,19.9025,105.46917,
THE,8546,SBTE,,Teresina Airport,THE,Teresina,BR,BR_PI,Brazil,BRA,SAME,Piaui,South America,AM,America,1,-5.06335,-42.821085,
THG,8547,YTNG,,Thangool Airport,THG,Thangool,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-24.494162,150.576387,
THH,8548,,,Taharoa Aerodrome,THH,Taharoa,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-38.18057,174.708627,
THI,8549,GQNC,,Tichitt Airport,THI,Tichitt,MR,,Mauritania,MRT,SAFR,,Subsaharan Africa,AF,Africa,1,18.45,-9.5,
THJ,8550,,,Taishan - Bus Station,ZCA,Taishan,CN,CNGUA,China,CHN,NEAS,Guangdong,North East Asia,AS,Asia,1,22.25666667,112.7763889,
THK,8551,VLTK,,Thakhek Airport,THK,Thakhek,LA,,Laos,LAO,SEAS,,South East Asia,AS,Asia,1,17.4,104.816667,
THL,8552,VYTL,,Tachilek Airport,THL,Tachilek,MM,,Myanmar,MMR,SEAS,,South East Asia,AS,Asia,1,20.48443,99.934535,
THM,8553,,,Thompsonfield Airport,THM,Thompsonfield,US,US_MO,U.S.A.,USA,NAME,Missouri,North America,AM,America,1,47.57361111,-115.2805556,
THN,8554,ESGT,,Trollhattan Airport,THN,Trollhattan,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,58.266667,12.3,
THO,8555,BITN,,Thorshofn Airport,THO,Thorshofn,IS,,Iceland,ISL,NEUR,,Northern Europe,EU,Europe,1,66.220705,-15.332381,
THP,8556,KTHP,,Hot Springs Airport,THP,Thermopolis,US,US_WY,U.S.A.,USA,NAME,Wyoming,North America,AM,America,1,43.65,-108.216667,
THQ,8557,ZLTS,,Tianshui Maijishan Airport,THQ,Tianshui,CN,CNGAN,China,CHN,NEAS,Gansu,North East Asia,AS,Asia,1,34.556238,105.865014,
THR,8558,OIII,,Mehrabad International Airport,THR,Tehran,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,35.691534,51.321868,
THS,8559,VTPO,,Sukhothai Airport,THS,Sukhothai,TH,,Thailand,THA,SEAS,,South East Asia,AS,Asia,1,17.223056,99.822222,
THT,8560,GQNT,,Tamchakett Airport,THT,Tamchakett,MR,,Mauritania,MRT,SAFR,,Subsaharan Africa,AF,Africa,1,17.233333,-10.816667,
THU,8561,BGTL,,Thule Air Base,THU,Pituffik,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,76.533333,-68.7,
THV,8562,KTHV,,York Airport,THV,York,US,US_PA,U.S.A.,USA,NAME,Pennsylvania,North America,AM,America,1,39.918128,-76.873739,
THW,8563,,,Trincomalee Harbour Seaplane Base,TRR,Trincomalee,LK,,Sri Lanka,LKA,SASI,,South Asia,AS,Asia,1,8.57005,81.218321,
THX,8564,UOTT,,Turukhansk Airport,THX,Turukhansk,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,65.797222,87.935278,
THY,8565,,,Thohoyandou Airport,THY,Thohoyandou,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-23.07694444,30.38361111,
THZ,8566,DRRT,,Tahoua Airport,THZ,Tahoua,NE,,Niger,NER,SAFR,,Subsaharan Africa,AF,Africa,1,14.872778,5.263889,
TIA,8567,LATI,,Tirana International Airport,TIA,Tirana,AL,,Albania,ALB,SEUR,,Southern Europe,EU,Europe,1,41.419133,19.71328,
TIB,8568,SKTB,,Tibu Airport,TIB,Tibu,CO,,Colombia,COL,SAME,,South America,AM,America,1,8.633333,-72.733333,
TIC,8569,,,Tinak Airport,TIC,Tinak,MH,,Marshall Islands,MHL,OCEA,,Oceania,OC,Oceania,1,7.05,171.783333,
TID,8570,DAOB,,Bouchekif Airport,TID,Tiaret,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,35.343274,1.46946,
TIE,8571,HATP,,Tippi Airport,TIE,Tippi,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,7.201111,35.415278,
TIF,8572,OETF,,Taif Airport,TIF,Taif,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,21.480364,40.552684,
TIG,8573,,,Tingwon Airport,TIG,Tingwon,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-2.6,149.783333,
TIH,8574,NTGC,,Tikehau Atoll Airport,TIH,Tikehau Atoll,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-15.118639,-148.233789,
TII,8575,OATN,,Tereen Airport,TII,Tarin Kot,AF,,Afghanistan,AFG,SASI,,South Asia,AS,Asia,1,32.866667,65.633333,
TIJ,8576,MMTJ,,Tijuana Airport,TIJ,Tijuana,MX,,Mexico,MEX,NAME,,North America,AM,America,1,32.544303,-116.975924,
TIK,8577,KTIK,,Tinker Air Force Base,OKC,Oklahoma City,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,35.416667,-97.383333,
TIL,8578,,,Cheadle Airport,TIL,Cheadle,CA,CA_AB,Canada,CAN,NAME,Alberta,North America,AM,America,1,51.05,-113.6333333,
TIM,8579,WABP,,Timika Airport,TIM,Tembagapura,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-4.525666,136.887486,
TIN,8580,DAOF,,Tindouf Airport,TIN,Tindouf,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,27.701163,-8.163246,
TIO,8581,,,Tilin Airport,TIO,Tilin,MM,,Myanmar,MMR,SEAS,,South East Asia,AS,Asia,1,21.7,94.06666667,
TIP,8582,HLLT,,Tripoli International Airport,TIP,Tripoli,LY,,Libya,LBY,MIDE,,Middle East,AS,Asia,1,32.66989,13.144279,
TIQ,8583,PGWT,,Tinian International Airport,TIQ,Tinian,MP,,Northern Mariana Islands,MNP,OCEA,,Oceania,OC,Oceania,1,14.994319,145.626344,
TIR,8584,VOTP,,Tirupati Airport,TIR,Tirupati,IN,INDNI,India,IND,SASI,Andhra Pradesh,South Asia,AS,Asia,1,13.635721,79.542929,
TIS,8585,YTUD,,Thursday Island Airport,TIS,Thursday Island,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-10.5,142.05,
TIU,8586,NZTU,,Timaru Airport,TIU,Timaru,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-44.303446,171.226325,
TIV,8587,LYTV,,Tivat Airport,TIV,Tivat,ME,,Montenegro,MNE,SEUR,,Southern Europe,EU,Europe,1,42.403611,18.725556,
TIW,8588,KTIW,,Tacoma Narrows Airport,TIW,Tacoma,US,US_WA,U.S.A.,USA,NAME,Washington,North America,AM,America,1,47.267632,-122.576477,
TIX,8589,KTIX,,Space Center Executive Airport,TIX,Titusville,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,28.512222,-80.799444,
TIY,8590,GQND,,Tidjikja Airport,TIY,Tidjikja,MR,,Mauritania,MRT,SAFR,,Subsaharan Africa,AF,Africa,1,18.566667,-11.416667,
TIZ,8591,,,Tari Airport,TIZ,Tari,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.860556,142.940556,
TJA,8592,SLTJ,,Capitan Oriel Lea Plaza Airport,TJA,Tarija,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-21.548009,-64.709102,
TJB,8593,WIBT,,Tanjung Balai Airport,TJB,Tanjung Balai,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,2.916667,99.733333,
TJC,8594,,,Ticantiki Airport,TJC,Ticantiki,PA,,Panama,PAN,CAME,,Central America,AM,America,1,9.408333,-78.488889,
TJG,8595,WAON,,Warukin Airport,TJG,Tanjung,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-2.21656,115.435997,
TJH,8596,RJBT,,Tajima Airport,TJH,Toyooka,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,35.51366,134.787674,
TJI,8597,MHTJ,,Capiro Airport,TJI,Trujillo,HN,,Honduras,HND,CAME,,Central America,AM,America,1,15.925833,-85.939444,
TJJ,8598,,,Tainjin - Bus Station,TSN,Tianjin,CN,CNTIA,China,CHN,NEAS,Tianjin,North East Asia,AS,Asia,1,39.14611111,117.2255556,
TJK,8599,LTAW,,Tokat Airport,TJK,Tokat,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,40.30402,36.363533,
TJL,8600,SSTL,,Tres Lagoas Airport,TJL,Tres Lagoas,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-20.753642,-51.681253,
TJM,8601,USTR,,Roshchino International Airport,TJM,Tyumen,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,57.181826,65.350246,
TJN,8602,NTKM,,Takume Airport,TJN,Takume,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-15.850556,-142.266944,
TJQ,8603,WIKD,,Bulutumbang Airport,TJQ,Tanjung Pandan,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-2.74572,107.754997,
TJX,8607,,,San Diego CBX Station,SAN,San Diego,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,32.54833333,-116.9744444,
TJU,8605,UTDK,,Kulyab Airport,TJU,Kulyab,TJ,,Tajikistan,TJK,EEUR,,Central/Eastern Europe,EU,Europe,1,37.988335,69.80666,
TJV,8606,,,Thanjavur Airport,TJV,Thanjavur,IN,INTAM,India,IND,SASI,Tamil Nadu,South Asia,AS,Asia,1,10.8,79.2,
TKE,8612,,,Tenakee Springs Sea Plane Base,TKE,Tenakee Springs,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,57.779639,-135.217683,
TKA,8608,PATK,,Talkeetna Airport,TKA,Talkeetna,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,62.322222,-150.09,
TKB,8609,,,Tekadu Airport,TKB,Tekadu,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.666667,146.55,
TKC,8610,FKKC,,Tiko Airport,TKC,Tiko,CM,,Cameroon,CMR,SAFR,,Subsaharan Africa,AF,Africa,1,4.116667,9.333333,
TKD,8611,DGTK,,Takoradi Airport,TKD,Takoradi,GH,,Ghana,GHA,SAFR,,Subsaharan Africa,AF,Africa,1,4.89606,-1.77476,
TKF,8613,KTRK,,Truckee Tahoe Airport,TKF,Truckee,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,39.317892,-120.140502,
TKJ,8617,PATJ,,Tok Airport,TKJ,Tok,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,63.32972222,-142.9544444,
TKG,8614,WICT,,Radin Inten II Airport,TKG,Bandar Lampung,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-5.242783,105.175795,
TKH,8615,VTPI,,Takhli Airport,TKH,Takhli,TH,,Thailand,THA,SEAS,,South East Asia,AS,Asia,1,15.263263,100.312602,
TKI,8616,,,Tokeen Sea Plane Base,TKI,Tokeen,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,55.93671,-133.327325,
TKK,8618,PTKK,,Chuuk International Airport,TKK,Truk -  Caroline Islands,FM,,Micronesia,FSM,OCEA,,Oceania,OC,Oceania,1,7.457446,151.842005,
TKP,8622,NTGT,,Takapoto Airport,TKP,Takapoto,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-14.7095,-145.246002,
TKL,8619,,,Taku Sea Plane Base,TKL,Taku Lodge,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,58.069099,-134.015433,
TKN,8620,RJKN,,Tokunoshima Airport,TKN,Tokunoshima,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,27.833333,128.883333,
TKO,8621,,,Tlokoeng Airport,TKO,Tlokoeng,LS,,Lesotho,LSO,SAFR,,Subsaharan Africa,AF,Africa,1,-29.233333,28.883333,
TKQ,8623,HTKA,,Kigoma Airport,TKQ,Kigoma,TZ,,Tanzania,TZA,SAFR,,Subsaharan Africa,AF,Africa,1,-4.885,29.67,
TKU,8627,EFTU,,Turku Airport,TKU,Turku,FI,,Finland,FIN,NEUR,,Northern Europe,EU,Europe,1,60.512348,22.272771,
TKR,8624,,,Thakurgaon Airport,TKR,Thakurgaon,BD,,Bangladesh,BGD,SASI,,South Asia,AS,Asia,1,26.016667,88.4,
TKS,8625,RJOS,,Tokushima Awaodori Airport,TKS,Tokushima,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,34.139024,134.594826,
TKT,8626,VTPT,,Tak Airport,TKT,Tak,TH,,Thailand,THA,SEAS,,South East Asia,AS,Asia,1,16.878333,99.152222,
TTM,8826,,,Tablon De Tamara Airport,TTM,Tablon De Tamara,CO,,Colombia,COL,SAME,,South America,AM,America,1,5.716667,-72.1,
TKV,8628,,,Tuamoto  Airport,TKV,Tatakoto,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-17.283333,-138.333333,
TKW,8629,,,Tekin Airport,TKW,Tekin,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.25,142.15,
TKX,8630,NTKR,,Takaroa Airport,TKX,Takaroa,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-14.457749,-145.026392,
TKY,8631,,,Turkey Creek Airport,TKY,Turkiye Creek,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-17.066667,128.25,
TKZ,8632,NZTO,,Tokoroa Airfield,TKZ,Tokoroa,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-38.238476,175.89549,
TLA,8633,,,Teller Airport,TLA,Teller,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,65.271667,-166.355,
TLB,8634,,,Tarbela Airport,TLB,Tarbela,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,34.133333,72.816667,
TLC,8635,MMTO,,Toluca International Airport,TLC,Toluca,MX,,Mexico,MEX,NAME,,North America,AM,America,1,19.336622,-99.565748,
TLD,8636,FBTL,,Limpopo Valley Airfield,TLD,Tuli Block,BW,,Botswana,BWA,SAFR,,Subsaharan Africa,AF,Africa,1,-22.183333,29.116667,
TLE,8637,FMST,,Toliara Airport,TLE,Toliara,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-23.38882,43.723888,
TLF,8638,,,Telida Airport,TLF,Telida,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,63.38333333,-153.2666667,
TLG,8639,,,Tulaghi Heliport,TLG,Tulaghi,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-9.108003,160.149159,
TLH,8640,KTLH,,Tallahassee International Airport,TLH,Tallahassee,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,30.395783,-84.34444,
TLI,8641,WAMI,,Sultan Bantilan Airport,TLI,Toli Toli,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,1.122492,120.793618,
TLJ,8642,,,Tatalina Air Force Station,TLJ,Tatalina,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,62.885278,-155.968056,
TLK,8643,,,Talakan Airport,TLK,Talakan,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,59.876389,111.044444,
TLL,8644,EETN,,Tallinn Airport,TLL,Tallinn,EE,,Estonia,EST,EEUR,,Central/Eastern Europe,EU,Europe,1,59.416622,24.798703,
TLM,8645,DAON,,Zenata Airport,TLM,Tlemcen,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,35.016667,-1.45,
TLN,8646,LFTH,,Hyeres Airport,TLN,Toulon,FR,FRPRO,France,FRA,WEUR,Provence Alpes Cote d'Azur,Western Europe,EU,Europe,1,43.093489,6.159303,
TLO,8647,,,Tol Airport,TLO,Tol,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.983333,152.033333,
TLP,8648,,,Tumolbil Airport,TLP,Tumolbil,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.783333,141.016667,
TLQ,8649,ZWTP,,Turpan Jiaohe Airport,TLQ,Turpan,CN,CNXIN,China,CHN,NEAS,Xinjiang,North East Asia,AS,Asia,1,43.019961,89.074545,
TLR,8650,KTLR,,Mefford Field,TLR,Tulare,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,36.156302,-119.326001,
TLS,8651,LFBO,,Toulouse-Blagnac Airport,TLS,Toulouse,FR,FRLAN,France,FRA,WEUR,Occitania,Western Europe,EU,Europe,1,43.630071,1.374321,
TLT,8652,,,Tuluksak Airport,TLT,Tuluksak,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,61.098889,-160.964722,
TLU,8653,SKTL,,Golfo de Morrosquillo Airport,TLU,Tolu,CO,,Colombia,COL,SAME,,South America,AM,America,1,9.509446,-75.585763,
TLV,8654,LLBG,,Ben Gurion International Airport,TLV,Tel Aviv-Yafo,IL,,Israel,ISR,SEUR,,Southern Europe,EU,Europe,1,32.000454,34.870741,
TLW,8655,,,Talasea Airport,TLW,Talasea,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.366667,150.016667,
TLX,8656,SCTL,,Talca Airport,TLX,Talca,CL,,Chile,CHL,SAME,,South America,AM,America,1,-35.466667,-71.666667,
TLY,8657,UHWP,,Plastun Airport,TLY,Plastun,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,44.81465,136.289279,
TLZ,8658,,,Catalao Airport,TLZ,Catalao,BR,BR_GO,Brazil,BRA,SAME,Goias,South America,AM,America,1,-18.166667,-47.95,
TMA,8659,KTMA,,Henry Tift Myers Airport,TMA,Tifton,US,US_GA,U.S.A.,USA,NAME,Georgia,North America,AM,America,1,31.433333,-83.483333,
TMB,8660,KTMB,,Kendall-Tamiami Executive Airport,MIA,Miami,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,25.65,-80.433333,
TMC,8661,,,Tambolaka Airport,TMC,Tambolaka,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-9.40972,119.244003,
TMD,8662,GQNH,,Timbedra Airport,TMD,Timbedra,MR,,Mauritania,MRT,SAFR,,Subsaharan Africa,AF,Africa,1,16.236667,-8.154167,
TME,8663,SKTM,,Gabriel Vargas Santos Airport,TME,Tame,CO,,Colombia,COL,SAME,,South America,AM,America,1,6.454619,-71.752051,
TMF,8664,,,Thimarafushi Airport,TMF,Thimarafushi,MV,,Maldives,MDV,SASI,,South Asia,AS,Asia,1,2.211622,73.149312,
TMG,8665,,,Tomanggong Airport,TMG,Tomanggong,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,5.4,118.65,
TMH,8666,,,Tanahmerah Airport,TMH,Tanahmerah,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-6.096228,140.305916,
TMI,8667,VNTR,,Tumling Tar Airport,TMI,Tumling Tar,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,27.3,87.2,
TMJ,8668,UTST,,Termez Airport,TMJ,Termez,UZ,,Uzbekistan,UZB,EEUR,,Central/Eastern Europe,EU,Europe,1,37.280501,67.318954,
TMK,8669,,,Tamky Airport,TMK,Tamky,VN,,Vietnam,VNM,SEAS,,South East Asia,AS,Asia,1,15.566667,108.483333,
TML,8670,DGLE,,Tamale Airport,TML,Tamale,GH,,Ghana,GHA,SAFR,,Subsaharan Africa,AF,Africa,1,9.409979,-0.876603,
TMM,8671,FMMT,,Tamatave Airport,TMM,Tamatave,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-18.11,49.392222,
TMN,8672,,,Tamana Island Airport,TMN,Tamana Island,KI,,Kiribati,KIR,OCEA,,Oceania,OC,Oceania,1,-2.483333,175.983333,
TMO,8673,SVTM,,Tumeremo Airport,TMO,Tumeremo,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,7.3,-61.5,
TMP,8674,EFTP,,Tampere-Pirkkala Airport,TMP,Tampere,FI,,Finland,FIN,NEUR,,Northern Europe,EU,Europe,1,61.420449,23.617564,
TMQ,8675,,,Tambao Airport,TMQ,Tambao,BF,,Burkina Faso,BFA,SAFR,,Subsaharan Africa,AF,Africa,1,14.783333,0.083333,
TMR,8676,DAAT,,Aguenar Airport,TMR,Tamanrasset,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,22.813283,5.44912,
TMS,8677,FPST,,Sao Tome Island Airport,TMS,Sao Tome Island,ST,,Sao Tome and Principe,STP,SAFR,,Subsaharan Africa,AF,Africa,1,0.378333,6.725,
TMT,8678,SBTB,,Trombetas Airport,TMT,Trombetas,BR,BR_PA,Brazil,BRA,SAME,Para,South America,AM,America,1,-1.4896,-56.396801,
TMU,8679,MRTR,,Tambor Airport,TMU,Tambor,CR,,Costa Rica,CRI,CAME,,Central America,AM,America,1,9.739357,-85.016222,
TMV,8680,,,Tianmen - South Railway Station,TMV,Tianmen,CN,CNHUB,China,CHN,NEAS,Hubei,North East Asia,AS,Asia,1,30.43111111,113.4502778,
TMW,8681,YSTW,,Tamworth Airport,TMW,Tamworth,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-31.0845,150.848496,
TMX,8682,DAUT,,Timimoun Airport,TMX,Timimoun,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,29.24174,0.284086,
TMY,8683,,,Tiom Airport,TMY,Tiom,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-3.95,138.416667,
TMZ,8684,NZTH,,Thames Aerodrome,TMZ,Thames,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-37.16259,175.553626,
TNA,8685,ZSJN,,Jinan Yaoqiang International Airport,TNA,Jinan,CN,CNDON,China,CHN,NEAS,Shandong,North East Asia,AS,Asia,1,36.857689,117.206881,
TNB,8686,,,Tanahgrogot Airport,TNB,Tanahgrogot,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-1.916667,116.2,
TNC,8687,PATC,,Tin City Air Force Station,TNC,Tin City,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,65.563889,-167.918889,
TND,8688,,,Alberto Delgado Airport,TND,Trinidad,CU,,Cuba,CUB,CRBN,,Caribbean,AM,America,1,21.8,-80,
TNE,8689,RJFG,,New Tanegashima Airport,TNE,Nakatane,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,30.604837,130.9929,
